date,pe
2017-08-17,27.42
2017-08-25,27.63
2017-09-02,29.18
2017-09-10,30.1
2017-09-18,35.0
2017-09-26,39.27
2017-10-04,41.27
2017-10-12,41.27
2017-10-20,41.42
2017-10-28,39.35
2017-11-05,41.94
2017-11-13,45.76
2017-11-21,47.19
2017-11-29,42.0
2017-12-07,38.56
2017-12-15,40.96
2017-12-23,40.6
2017-12-31,42.46
2018-01-08,42.57
2018-01-16,42.3
2018-01-24,43.41
2018-02-01,39.6
2018-02-09,36.98
2018-02-17,39.49
2018-02-25,40.99
2018-03-05,43.79
2018-03-13,44.38
2018-03-21,42.1
2018-03-29,37.56
2018-04-06,36.78
2018-04-14,37.3
2018-04-22,35.06
2018-04-30,40.55
2018-05-08,39.72
2018-05-16,40.34
2018-05-24,41.46
2018-06-01,38.98
2018-06-09,38.38
2018-06-17,36.89
2018-06-25,35.27
2018-07-03,34.72
2018-07-11,34.81
2018-07-19,32.27
2018-07-27,32.92
2018-08-04,29.35
2018-08-12,31.92
2018-08-20,34.64
2018-08-28,34.91
2018-09-05,41.08
2018-09-13,41.48
2018-09-21,45.44
2018-09-29,47.46
2018-10-07,47.46
2018-10-15,45.36
2018-10-23,46.84
2018-10-31,45.56
2018-11-08,47.69
2018-11-16,50.19
2018-11-24,52.57
2018-12-02,55.5
2018-12-10,53.93
2018-12-18,53.59
2018-12-26,49.65
2019-01-03,46.79
2019-01-11,47.73
2019-01-19,45.58
2019-01-27,47.88
2019-02-04,47.0
2019-02-12,49.25
2019-02-20,50.98
2019-02-28,53.29
2019-03-08,49.97
2019-03-16,54.15
2019-03-24,55.72
2019-04-01,53.43
2019-04-09,53.9
2019-04-17,61.23
2019-04-25,55.11
2019-05-03,45.29
2019-05-11,41.6
2019-05-19,39.97
2019-05-27,38.85
2019-06-04,38.61
2019-06-12,40.39
2019-06-20,40.03
2019-06-28,40.37
2019-07-06,42.39
2019-07-14,43.19
2019-07-22,43.7
2019-07-30,45.43
2019-08-07,40.43
2019-08-15,39.89
2019-08-23,35.51
2019-08-31,35.92
2019-09-08,36.68
2019-09-16,37.16
2019-09-24,36.23
2019-10-02,35.43
2019-10-10,35.59
2019-10-18,34.07
2019-10-26,34.17
2019-11-03,42.04
2019-11-11,42.41
2019-11-19,42.2
2019-11-27,42.36
2019-12-05,42.49
2019-12-13,41.85
2019-12-21,44.98
2019-12-29,44.38
2020-01-06,46.58
2020-01-14,51.56
2020-01-22,57.19
2020-01-30,57.73
2020-02-07,55.87
2020-02-15,54.9
2020-02-23,65.13
2020-03-02,64.5
2020-03-10,58.06
2020-03-18,50.26
2020-03-26,52.36
2020-04-03,93.1
2020-04-11,92.38
2020-04-19,99.54
2020-04-27,96.29
2020-05-05,167.37
2020-05-13,164.66
2020-05-21,159.53
2020-05-29,160.25
2020-06-06,176.41
2020-06-14,171.61
2020-06-22,189.81
2020-06-30,200.42
2020-07-08,230.98
2020-07-16,237.4
2020-07-24,231.68
2020-08-01,238.35
2020-08-09,238.33
2020-08-17,231.46
2020-08-25,226.77
2020-09-02,141.17
2020-09-10,130.38
2020-09-18,172.91
2020-09-26,157.33
2020-10-04,174.02
2020-10-12,192.38
2020-10-20,209.59
2020-10-28,226.96
2020-11-05,146.0
2020-11-13,138.95
2020-11-21,139.07
2020-11-29,137.52
2020-12-07,138.46
2020-12-15,138.0
2020-12-23,147.55
2020-12-31,153.48
2021-01-08,179.71
2021-01-16,177.89
2021-01-24,191.89
2021-02-01,204.53
2021-02-09,212.9
2021-02-17,221.15
2021-02-25,173.35
2021-03-05,162.68
2021-03-13,150.51
2021-03-21,141.78
2021-03-29,139.26
2021-04-06,118.99
2021-04-14,115.51
2021-04-22,114.0
2021-04-30,104.08
2021-05-08,94.49
2021-05-16,100.77
2021-05-24,113.86
2021-06-01,124.36
2021-06-09,132.59
2021-06-17,152.35
2021-06-25,160.81
2021-07-03,156.9
2021-07-11,163.32
2021-07-19,147.01
2021-07-27,156.68
2021-08-04,202.22
2021-08-12,202.81
2021-08-20,187.13
2021-08-28,220.12
2021-09-05,194.12
2021-09-13,199.65
2021-09-21,194.89
2021-09-29,180.28
2021-10-07,190.6
2021-10-15,216.44
2021-10-23,229.17
2021-10-31,272.9
2021-11-08,276.14
2021-11-16,261.8
2021-11-24,270.44
2021-12-02,275.43
2021-12-10,268.85
2021-12-18,248.84
2021-12-26,240.83
2022-01-03,239.15
2022-01-11,213.26
2022-01-19,225.64
2022-01-27,215.2
2022-02-04,202.29
2022-02-12,205.32
2022-02-20,216.71
2022-02-28,222.63
2022-03-08,192.83
2022-03-16,204.64
2022-03-24,220.38
2022-04-01,225.57
2022-04-09,233.24
2022-04-17,225.8
2022-04-25,217.49
2022-05-03,195.62
2022-05-11,203.43
2022-05-19,229.04
2022-05-27,232.55
2022-06-04,242.33
2022-06-12,280.79
2022-06-20,275.46
2022-06-28,284.09
2022-07-06,270.57
2022-07-14,260.02
2022-07-22,265.35
2022-07-30,257.9
2022-08-07,261.22
2022-08-15,253.75
2022-08-23,258.9
2022-08-31,153.35
2022-09-08,148.17
2022-09-16,141.64
2022-09-24,141.86
2022-10-02,134.2
2022-10-10,133.76
2022-10-18,145.73
2022-10-26,137.32
2022-11-03,78.69
2022-11-11,78.93
2022-11-19,74.79
2022-11-27,71.96
2022-12-05,77.34
2022-12-13,79.23
2022-12-21,76.58
2022-12-29,74.81
2023-01-06,78.17
2023-01-14,81.81
2023-01-22,79.31
2023-01-30,82.81
2023-02-07,84.87
2023-02-15,81.93
2023-02-23,79.42
2023-03-03,77.46
2023-03-11,71.4
2023-03-19,69.86
2023-03-27,71.55
2023-04-04,43.94
2023-04-12,42.63
2023-04-20,42.91
2023-04-28,37.35
2023-05-06,36.5
2023-05-14,37.97
2023-05-22,38.7
2023-05-30,36.81
2023-06-07,37.45
2023-06-15,39.69
2023-06-23,39.09
2023-07-01,37.7
2023-07-09,38.59
2023-07-17,38.61
2023-07-25,38.62
2023-08-02,39.12
2023-08-10,38.35
2023-08-18,35.07
2023-08-26,33.95
2023-09-03,30.24
2023-09-11,29.99
2023-09-19,30.0
2023-09-27,28.87
2023-10-05,28.73
2023-10-13,29.18
2023-10-21,29.04
2023-10-29,29.37
2023-11-06,24.66
2023-11-14,24.12
2023-11-22,23.35
2023-11-30,20.22
2023-12-08,20.16
2023-12-16,19.62
2023-12-24,19.52
2024-01-01,20.1
2024-01-09,19.58
2024-01-17,18.96
2024-01-25,19.28
2024-02-02,16.95
2024-02-10,18.39
2024-02-18,18.39
2024-02-26,18.88
2024-03-05,19.37
2024-03-13,20.95
2024-03-21,22.23
2024-03-29,19.68
2024-04-06,20.17
2024-04-14,20.41
2024-04-22,20.21
2024-04-30,20.87
2024-05-08,21.61
2024-05-16,20.84
2024-05-24,19.98
2024-06-01,21.86
2024-06-09,22.48
2024-06-17,24.55
2024-06-25,24.25
2024-07-03,23.2
2024-07-11,24.15
2024-07-19,25.2
2024-07-27,24.33
2024-08-04,22.41
2024-08-12,21.99
2024-08-20,22.57
2024-08-28,22.61
2024-09-05,22.48
2024-09-13,22.67
2024-09-21,22.77
2024-09-29,25.25
2024-10-07,27.33
2024-10-15,26.5
2024-10-23,27.47
2024-10-31,25.15
2024-11-08,25.56
2024-11-16,24.88
2024-11-24,23.89
2024-12-02,24.23
2024-12-10,24.24
2024-12-18,24.42
2024-12-26,24.44
2025-01-03,23.23
2025-01-11,22.82
2025-01-19,23.73
2025-01-27,23.55
2025-02-04,23.55
2025-02-12,29.6
2025-02-20,31.12
2025-02-28,31.04
2025-03-08,30.58
2025-03-16,33.69
2025-03-24,33.64
2025-04-01,27.59
2025-04-09,24.51
2025-04-17,26.4
2025-04-25,28.0
2025-05-03,23.93
2025-05-11,24.62
2025-05-19,25.94
2025-05-27,25.24
2025-06-04,24.43
2025-06-12,43.29
2025-06-20,41.69
2025-06-28,40.96
2025-07-06,40.56
2025-07-14,39.03
2025-07-22,41.87
2025-07-30,22.1
2025-08-07,21.42
2025-08-15,21.57
2025-08-23,22.5
2025-08-31,24.68
2025-09-08,22.99
2025-09-16,23.33
2025-09-24,22.87
2025-10-02,23.63
2025-10-10,23.32
2025-10-18,22.6
2025-10-26,22.45
2025-11-03,23.68
2025-11-11,23.47
2025-11-19,22.63
2025-11-27,22.42
2025-12-05,22.82
2025-12-13,23.06
2025-12-21,22.4
2025-12-29,23.82
2026-01-06,23.77
2026-01-14,22.85
2026-01-22,22.38
2026-01-30,21.61
2026-02-07,21.35
2026-02-15,21.46
2026-02-23,21.46
2026-03-03,22.64
2026-03-11,23.59
2026-03-19,24.32
2026-03-27,25.03
2026-04-04,27.67
2026-04-12,28.42
2026-04-20,28.76
2026-04-28,28.36
2026-05-06,33.34
2026-05-14,32.67
2026-05-22,31.03
2026-05-30,31.83
2026-06-07,30.78
2026-06-15,30.06
2026-06-23,28.13
2026-07-01,26.69
2026-07-09,28.75
2026-07-17,30.93
2026-07-25,30.41
2026-08-02,31.7
2026-08-10,30.17
2026-08-18,29.63
