date,pe
2010-10-01,-0.4874418604651163
2010-10-04,-0.8097674418604651
2010-10-05,0.045581395348837206
2010-10-06,0.06651162790697675
2010-10-07,0.29813953488372097
2010-10-08,0.47186046511627905
2010-10-11,0.5788372093023256
2010-10-12,0.8430232558139534
2010-10-13,0.9758139534883721
2010-10-14,1.156046511627907
2010-10-15,2.188604651162791
2010-10-18,2.4593023255813957
2010-10-19,1.752558139534884
2010-10-20,1.8388372093023255
2010-10-21,1.7548837209302326
2010-10-22,1.5846511627906976
2010-10-25,1.6986046511627908
2010-10-26,1.6327906976744184
2010-10-27,1.6146511627906979
2010-10-28,1.3995348837209303
2010-10-29,1.0455813953488373
2010-11-01,1.3113953488372092
2010-11-02,1.7416279069767442
2010-11-03,2.0274418604651165
2010-11-04,2.481627906976744
2010-11-05,2.3869767441860463
2010-11-08,2.5106976744186045
2010-11-09,2.2997674418604652
2010-11-10,2.461860465116279
2010-11-11,2.347209302325582
2010-11-12,1.6311627906976744
2010-11-15,1.5490697674418605
2010-11-16,1.0962790697674418
2010-11-17,1.005813953488372
2010-11-18,1.6644186046511629
2010-11-19,1.5232558139534884
2010-11-22,2.073953488372093
2010-11-23,1.6893023255813955
2010-11-24,2.1934883720930234
2010-11-26,2.210232558139535
2010-11-29,2.3653488372093023
2010-11-30,1.8904651162790698
2010-12-01,2.3265116279069766
2010-12-02,2.471860465116279
2010-12-03,2.412790697674419
2010-12-06,2.6379069767441865
2010-12-07,2.4227906976744187
2010-12-08,2.7093023255813953
2010-12-09,2.6055813953488376
2010-12-10,2.6718604651162794
2010-12-13,2.7641860465116284
2010-12-14,2.6495348837209303
2010-12-15,2.6553488372093024
2010-12-16,2.7293023255813953
2010-12-17,2.676046511627907
2010-12-20,2.8090697674418603
2010-12-21,2.974186046511628
2010-12-22,3.053953488372093
2010-12-23,2.924418604651163
2010-12-27,3.014186046511628
2010-12-28,3.079767441860465
2010-12-29,3.064883720930233
2010-12-30,2.9293023255813955
2010-12-31,2.838139534883721
2011-01-03,3.4202325581395345
2011-01-04,3.5630232558139534
2011-01-05,3.788139534883721
2011-01-06,3.765813953488372
2011-01-07,3.9641860465116276
2011-01-10,4.49
2011-01-11,4.422790697674419
2011-01-12,4.653720930232558
2011-01-13,4.758372093023256
2011-01-14,4.9909302325581395
2011-01-18,4.34046511627907
2011-01-19,4.190232558139535
2011-01-20,3.678604651162791
2011-01-21,3.183488372093023
2011-01-24,4.074651162790698
2011-01-25,4.402790697674418
2011-01-26,4.606279069767441
2011-01-27,4.553255813953489
2011-01-28,3.9625581395348837
2011-01-31,4.2299999999999995
2011-02-01,4.7044186046511625
2011-02-02,4.645348837209302
2011-02-03,4.572325581395349
2011-02-04,4.826511627906977
2011-02-07,5.273255813953488
2011-02-08,5.5490697674418605
2011-02-09,5.794883720930232
2011-02-10,5.4941860465116275
2011-02-11,5.686046511627906
2011-02-14,5.879534883720931
2011-02-15,5.939302325581395
2011-02-16,6.20767441860465
2011-02-17,5.806511627906977
2011-02-18,5.163720930232558
2011-02-22,4.171162790697674
2011-02-23,4.504186046511628
2011-02-24,4.525813953488372
2011-02-25,4.964186046511627
2011-02-28,5.383720930232558
2011-03-01,5.0597674418604655
2011-03-02,5.293255813953489
2011-03-03,5.9111627906976745
2011-03-04,5.9476744186046515
2011-03-07,5.562325581395349
2011-03-08,5.595581395348837
2011-03-09,5.322325581395349
2011-03-10,4.84046511627907
2011-03-11,5.282325581395349
2011-03-14,5.412790697674419
2011-03-15,4.7374418604651165
2011-03-16,3.4567441860465116
2011-03-17,3.8413953488372092
2011-03-18,3.511627906976744
2011-03-21,4.228372093023256
2011-03-22,4.3862790697674425
2011-03-23,4.2193023255813955
2011-03-24,4.699302325581396
2011-03-25,5.245116279069767
2011-03-28,5.153720930232558
2011-03-29,5.196744186046511
2011-03-30,5.003255813953489
2011-03-31,4.992558139534883
2011-04-01,4.665348837209303
2011-04-04,4.385348837209302
2011-04-05,4.194418604651163
2011-04-06,4.123720930232558
2011-04-07,4.126976744186046
2011-04-08,3.876279069767442
2011-04-11,3.5223255813953487
2011-04-12,3.6553488372093024
2011-04-13,3.965116279069768
2011-04-14,3.656976744186047
2011-04-15,3.2451162790697676
2011-04-18,3.6095348837209302
2011-04-19,4.108837209302325
2011-04-20,4.486744186046511
2011-04-21,5.174418604651163
2011-04-25,5.366279069767442
2011-04-26,5.152093023255814
2011-04-27,5.129534883720931
2011-04-28,4.847209302325581
2011-04-29,5.127906976744186
2011-05-02,4.808139534883721
2011-05-03,4.967674418604651
2011-05-04,5.0813953488372094
2011-05-05,4.847209302325581
2011-05-06,4.839767441860466
2011-05-09,4.91767441860465
2011-05-10,5.071395348837209
2011-05-11,4.886976744186047
2011-05-12,4.832325581395349
2011-05-13,4.328139534883721
2011-05-16,3.7300000000000004
2011-05-17,3.966046511627907
2011-05-18,4.275813953488372
2011-05-19,4.33046511627907
2011-05-20,3.8895348837209305
2011-05-23,3.821395348837209
2011-05-24,3.637906976744186
2011-05-25,4.01906976744186
2011-05-26,3.871162790697675
2011-05-27,4.071395348837209
2011-05-31,4.936976744186047
2011-06-01,4.744186046511628
2011-06-02,4.803255813953489
2011-06-03,4.572325581395349
2011-06-06,4.123720930232558
2011-06-07,3.625348837209302
2011-06-08,3.642093023255814
2011-06-09,3.579767441860465
2011-06-10,3.1153488372093023
2011-06-13,3.1734883720930234
2011-06-14,3.6586046511627908
2011-06-15,3.1860465116279073
2011-06-16,3.053953488372093
2011-06-17,2.646976744186047
2011-06-20,2.236744186046512
2011-06-21,3.0655813953488376
2011-06-22,2.842093023255814
2011-06-23,3.558139534883721
2011-06-24,3.152790697674418
2011-06-27,3.625348837209302
2011-06-28,3.8927906976744184
2011-06-29,3.7916279069767445
2011-06-30,3.926976744186047
2011-07-01,4.557209302325582
2011-07-05,5.069767441860465
2011-07-06,5.263255813953488
2011-07-07,5.715116279069767
2011-07-08,5.923488372093023
2011-07-11,5.449302325581395
2011-07-12,5.42860465116279
2011-07-13,5.783255813953489
2011-07-14,5.7625581395348835
2011-07-15,6.356279069767442
2011-07-18,7.093953488372093
2011-07-19,7.347209302325582
2011-07-20,8.18186046511628
2011-07-21,8.214186046511628
2011-07-22,8.713488372093023
2011-07-25,9.145348837209303
2011-07-26,9.553255813953488
2011-07-27,8.654418604651163
2011-07-28,8.59046511627907
2011-07-29,8.479302325581395
2011-08-01,9.0
2011-08-02,8.348837209302326
2011-08-03,8.652790697674419
2011-08-04,7.390465116279071
2011-08-05,7.078837209302325
2011-08-08,5.383720930232558
2011-08-09,7.11139534883721
2011-08-10,6.254186046511627
2011-08-11,7.085581395348838
2011-08-12,7.358837209302325
2011-08-15,7.892093023255814
2011-08-16,7.648604651162791
2011-08-17,7.645348837209303
2011-08-18,6.450232558139535
2011-08-19,5.6179069767441865
2011-08-22,5.652093023255814
2011-08-23,7.077209302325582
2011-08-24,7.2916279069767445
