date,pe
2007-03-26,28.62
2007-04-08,29.23
2007-04-21,30.32
2007-05-04,33.13
2007-05-17,32.86
2007-05-30,39.08
2007-06-12,36.44
2007-06-25,36.11
2007-07-08,40.09
2007-07-21,42.83
2007-08-03,36.39
2007-08-16,39.49
2007-08-29,39.18
2007-09-11,39.32
2007-09-24,40.35
2007-10-07,39.86
2007-10-20,43.7
2007-11-02,34.44
2007-11-15,30.37
2007-11-28,27.2
2007-12-11,30.67
2007-12-24,33.21
2008-01-06,33.66
2008-01-19,32.82
2008-02-01,28.89
2008-02-14,31.54
2008-02-27,31.14
2008-03-11,29.72
2008-03-24,25.67
2008-04-06,25.53
2008-04-19,20.12
2008-05-02,25.18
2008-05-15,26.37
2008-05-28,26.37
2008-06-10,26.37
2008-06-23,26.37
2008-07-06,26.37
2008-07-19,26.37
2008-08-01,25.83
2008-08-14,25.83
2008-08-27,25.83
2008-09-09,29.42
2008-09-22,29.42
2008-10-05,29.42
2008-10-18,29.42
2008-10-31,31.72
2008-11-13,31.72
2008-11-26,31.72
2008-12-09,31.72
2008-12-22,31.72
2009-01-04,31.72
2009-01-17,31.72
2009-01-30,34.38
2009-02-12,34.38
2009-02-25,34.38
2009-03-10,34.38
2009-03-23,34.38
2009-04-05,34.38
2009-04-18,34.38
2009-05-01,29.95
2009-05-14,29.95
2009-05-27,27.49
2009-06-09,28.84
2009-06-22,29.26
2009-07-05,29.01
2009-07-18,29.7
2009-07-31,32.85
2009-08-13,29.41
2009-08-26,28.17
2009-09-08,28.44
2009-09-21,29.66
2009-10-04,28.51
2009-10-17,28.89
2009-10-30,27.81
2009-11-12,28.81
2009-11-25,33.92
2009-12-08,33.32
2009-12-21,32.22
2010-01-03,33.22
2010-01-16,31.95
2010-01-29,31.33
2010-02-11,31.16
2010-02-24,31.82
2010-03-09,31.38
2010-03-22,31.28
2010-04-04,30.84
2010-04-17,31.75
2010-04-30,38.45
2010-05-13,36.0
2010-05-26,34.79
2010-06-08,34.05
2010-06-21,34.65
2010-07-04,34.98
2010-07-17,34.9
2010-07-30,34.73
2010-08-12,34.48
2010-08-25,33.63
2010-09-07,27.9
2010-09-20,27.23
2010-10-03,27.26
2010-10-16,30.29
2010-10-29,28.94
2010-11-11,17.57
2010-11-24,15.91
2010-12-07,16.25
2010-12-20,15.98
2011-01-02,15.85
2011-01-15,16.0
2011-01-28,15.32
2011-02-10,15.26
2011-02-23,15.08
2011-03-08,15.51
2011-03-21,15.42
2011-04-03,15.57
2011-04-16,16.14
2011-04-29,16.08
2011-05-12,15.51
2011-05-25,13.99
2011-06-07,14.04
2011-06-20,13.89
2011-07-03,13.53
2011-07-16,13.57
2011-07-29,12.7
2011-08-11,12.12
2011-08-24,11.95
2011-09-06,11.18
2011-09-19,11.51
2011-10-02,11.57
2011-10-15,11.92
2011-10-28,12.05
2011-11-10,14.83
2011-11-23,14.81
2011-12-06,14.2
2011-12-19,14.34
2012-01-01,14.2
2012-01-14,14.18
2012-01-27,14.03
2012-02-09,13.69
2012-02-22,13.81
2012-03-06,14.22
2012-03-19,14.22
2012-04-01,13.92
2012-04-14,13.81
2012-04-27,14.32
2012-05-10,14.76
2012-05-23,14.92
2012-06-05,15.21
2012-06-18,15.38
2012-07-01,15.03
2012-07-14,14.81
2012-07-27,14.48
2012-08-09,14.48
2012-08-22,14.41
2012-09-04,13.37
2012-09-17,13.37
2012-09-30,13.56
2012-10-13,13.69
2012-10-26,13.5
2012-11-08,10.6
2012-11-21,10.48
2012-12-04,10.51
2012-12-17,11.14
2012-12-30,11.29
2013-01-12,11.29
2013-01-25,11.65
2013-02-07,12.09
2013-02-20,12.05
2013-03-05,11.41
2013-03-18,11.44
2013-03-31,11.82
2013-04-13,11.25
2013-04-26,11.35
2013-05-09,11.7
2013-05-22,12.13
2013-06-04,12.0
2013-06-17,11.26
2013-06-30,10.94
2013-07-13,11.07
2013-07-26,11.04
2013-08-08,10.91
2013-08-21,10.53
2013-09-03,10.76
2013-09-16,10.92
2013-09-29,10.57
2013-10-12,10.65
2013-10-25,10.07
2013-11-07,11.33
2013-11-20,11.69
2013-12-03,11.83
2013-12-16,11.24
2013-12-29,11.33
2014-01-11,11.0
2014-01-24,11.28
2014-02-06,11.13
2014-02-19,11.02
2014-03-04,10.81
2014-03-17,10.41
2014-03-30,10.69
2014-04-12,11.2
2014-04-25,10.76
2014-05-08,10.28
2014-05-21,10.7
2014-06-03,11.0
2014-06-16,11.22
2014-06-29,10.91
2014-07-12,10.95
2014-07-25,11.97
2014-08-07,12.08
2014-08-20,12.51
2014-09-02,12.8
2014-09-15,12.83
2014-09-28,13.37
2014-10-11,13.02
2014-10-24,13.54
2014-11-06,12.55
2014-11-19,12.89
2014-12-02,13.54
2014-12-15,14.75
2014-12-28,15.57
2015-01-10,16.1
2015-01-23,14.6
2015-02-05,13.6
2015-02-18,13.93
2015-03-03,13.87
2015-03-16,14.58
2015-03-29,15.02
2015-04-11,15.79
2015-04-24,17.64
2015-05-07,15.11
2015-05-20,15.87
2015-06-02,17.77
2015-06-15,18.58
2015-06-28,18.58
2015-07-11,18.1
2015-07-24,18.1
2015-08-06,18.1
2015-08-19,18.1
2015-09-01,17.36
2015-09-14,17.36
2015-09-27,17.36
2015-10-10,17.36
2015-10-23,17.36
2015-11-05,19.94
2015-11-18,18.68
2015-12-01,18.32
2015-12-14,19.09
2015-12-27,19.32
2016-01-09,18.0
2016-01-22,18.03
2016-02-04,17.74
2016-02-17,17.57
2016-03-01,16.55
2016-03-14,17.45
2016-03-27,17.56
2016-04-09,17.57
2016-04-22,23.7
2016-05-05,23.58
2016-05-18,23.71
2016-05-31,23.79
2016-06-13,23.92
2016-06-26,23.58
2016-07-09,24.67
2016-07-22,24.31
2016-08-04,25.28
2016-08-17,26.1
2016-08-30,26.12
2016-09-12,21.57
2016-09-25,20.99
2016-10-08,20.9
2016-10-21,21.06
2016-11-03,15.96
2016-11-16,15.66
2016-11-29,16.14
2016-12-12,15.67
2016-12-25,15.31
2017-01-07,15.23
2017-01-20,15.52
2017-02-02,13.64
2017-02-15,13.8
2017-02-28,13.58
2017-03-13,13.63
2017-03-26,14.05
2017-04-08,13.89
2017-04-21,14.46
2017-05-04,14.26
2017-05-17,14.46
2017-05-30,14.91
2017-06-12,15.17
2017-06-25,15.16
2017-07-08,15.62
2017-07-21,15.31
2017-08-03,15.78
2017-08-16,15.62
2017-08-29,15.68
2017-09-11,15.87
2017-09-24,15.69
2017-10-07,15.63
2017-10-20,16.56
2017-11-02,15.84
2017-11-15,16.1
2017-11-28,16.4
2017-12-11,16.37
2017-12-24,16.28
2018-01-06,15.87
2018-01-19,15.96
2018-02-01,16.0
2018-02-14,15.84
2018-02-27,16.38
2018-03-12,16.54
2018-03-25,16.33
2018-04-07,15.71
2018-04-20,15.9
2018-05-03,15.71
2018-05-16,16.41
2018-05-29,16.69
2018-06-11,16.71
2018-06-24,16.32
2018-07-07,16.04
2018-07-20,16.44
2018-08-02,16.33
2018-08-15,15.85
2018-08-28,16.0
2018-09-10,15.12
2018-09-23,15.74
2018-10-06,15.89
2018-10-19,15.36
2018-11-01,15.2
2018-11-14,14.15
2018-11-27,14.15
2018-12-10,14.09
2018-12-23,15.09
2019-01-05,15.03
2019-01-18,15.31
2019-01-31,15.97
2019-02-13,15.93
2019-02-26,15.83
2019-03-11,16.01
2019-03-24,16.64
2019-04-06,16.33
2019-04-19,16.3
2019-05-02,16.35
2019-05-15,15.91
2019-05-28,16.68
2019-06-10,17.4
2019-06-23,17.09
2019-07-06,17.81
2019-07-19,17.41
2019-08-01,18.19
2019-08-14,18.24
2019-08-27,18.59
2019-09-09,18.0
2019-09-22,18.32
2019-10-05,17.7
2019-10-18,17.21
2019-10-31,17.45
2019-11-13,17.57
2019-11-26,17.94
2019-12-09,17.51
2019-12-22,17.87
2020-01-04,18.14
2020-01-17,18.1
2020-01-30,17.5
2020-02-12,17.94
2020-02-25,17.53
2020-03-09,17.81
2020-03-22,16.83
2020-04-04,17.57
2020-04-17,17.47
2020-04-30,18.35
2020-05-13,18.07
2020-05-26,17.94
2020-06-08,18.82
2020-06-21,19.11
2020-07-04,20.08
2020-07-17,19.57
2020-07-30,19.28
2020-08-12,18.95
2020-08-25,19.51
2020-09-07,21.16
2020-09-20,21.83
2020-10-03,20.8
2020-10-16,20.56
2020-10-29,20.59
2020-11-11,19.49
2020-11-24,18.71
2020-12-07,18.79
2020-12-20,18.74
2021-01-02,18.18
2021-01-15,18.22
2021-01-28,17.28
2021-02-10,17.02
2021-02-23,17.05
2021-03-08,17.46
2021-03-21,17.69
2021-04-03,18.25
2021-04-16,17.69
2021-04-29,17.4
2021-05-12,16.73
2021-05-25,16.76
2021-06-07,16.7
2021-06-20,16.99
2021-07-03,17.18
2021-07-16,16.38
2021-07-29,15.78
2021-08-11,16.61
2021-08-24,16.85
2021-09-06,16.88
2021-09-19,17.12
2021-10-02,18.55
2021-10-15,17.58
2021-10-28,17.81
2021-11-10,17.89
2021-11-23,17.74
2021-12-06,17.34
2021-12-19,19.45
2022-01-01,20.15
2022-01-14,19.93
2022-01-27,19.24
2022-02-09,20.06
2022-02-22,19.64
2022-03-07,20.48
2022-03-20,18.73
2022-04-02,19.11
2022-04-15,20.12
2022-04-28,19.79
2022-05-11,19.32
2022-05-24,19.61
2022-06-06,20.68
2022-06-19,20.22
2022-07-02,20.84
2022-07-15,20.82
2022-07-28,20.48
2022-08-10,20.47
2022-08-23,19.9
2022-09-05,18.69
2022-09-18,18.41
2022-10-01,17.84
2022-10-14,18.02
2022-10-27,16.47
2022-11-09,17.84
2022-11-22,18.93
2022-12-05,19.11
2022-12-18,18.5
2022-12-31,18.62
2023-01-13,18.56
2023-01-26,18.65
2023-02-08,22.71
2023-02-21,23.52
2023-03-06,23.51
2023-03-19,23.44
2023-04-01,23.5
2023-04-14,23.45
2023-04-27,25.03
2023-05-10,25.15
2023-05-23,25.88
2023-06-05,25.22
2023-06-18,24.93
2023-07-01,24.78
2023-07-14,25.24
2023-07-27,23.85
2023-08-09,24.83
2023-08-22,24.71
2023-09-04,28.06
2023-09-17,29.16
2023-09-30,28.79
2023-10-13,29.44
2023-10-26,28.91
2023-11-08,22.91
2023-11-21,23.25
2023-12-04,23.25
2023-12-17,23.33
2023-12-30,23.91
2024-01-12,24.1
2024-01-25,21.39
2024-02-07,22.07
2024-02-20,22.82
2024-03-04,22.74
2024-03-17,22.07
2024-03-30,22.27
2024-04-12,22.71
2024-04-25,22.94
2024-05-08,22.44
2024-05-21,23.14
2024-06-03,24.32
2024-06-16,24.74
2024-06-29,25.65
2024-07-12,26.5
2024-07-25,27.34
2024-08-07,26.38
2024-08-20,26.29
2024-09-02,24.46
2024-09-15,23.3
2024-09-28,23.87
2024-10-11,24.05
2024-10-24,23.05
2024-11-06,19.94
2024-11-19,19.85
2024-12-02,20.02
2024-12-15,20.83
2024-12-28,21.47
2025-01-10,20.94
2025-01-23,21.44
2025-02-05,21.33
2025-02-18,21.34
2025-03-03,20.38
2025-03-16,20.65
2025-03-29,20.95
2025-04-11,21.97
2025-04-24,22.17
2025-05-07,21.3
2025-05-20,22.27
2025-06-02,21.92
2025-06-15,22.23
2025-06-28,21.94
2025-07-11,22.07
2025-07-24,21.01
2025-08-06,20.06
2025-08-19,19.82
2025-09-01,19.89
2025-09-14,19.99
2025-09-27,19.66
2025-10-10,19.85
2025-10-23,20.2
2025-11-05,21.29
2025-11-18,21.09
2025-12-01,21.03
2025-12-14,21.0
2025-12-27,20.7
2026-01-09,20.44
2026-01-22,18.84
2026-02-04,18.89
2026-02-17,18.62
2026-03-02,19.03
2026-03-15,19.64
2026-03-28,19.51
2026-04-10,18.91
2026-04-23,19.3
2026-05-06,18.44
2026-05-19,18.48
2026-06-01,18.83
2026-06-14,19.18
2026-06-27,18.07
2026-07-10,19.01
2026-07-23,19.62
2026-08-05,18.82
2026-08-18,19.07
